Client;Project;Task;Description;Billable;Start date;Start time;End date;End time;Duration;Tags;Amount ()
;;;;No;01.11.2021;8:12:34;01.11.2021;8:21:32;0:08:58;;
;;;;No;01.11.2021;10:04:35;01.11.2021;10:10:51;0:06:16;;
;;;;No;01.11.2021;10:51:12;01.11.2021;10:57:55;0:06:43;;
;;;;No;01.11.2021;10:58:09;01.11.2021;11:36:21;0:38:12;;
;;;;No;01.11.2021;11:41:28;01.11.2021;11:49:23;0:07:55;;
;;;;No;01.11.2021;11:50:23;01.11.2021;11:56:06;0:05:43;;
;;;;No;01.11.2021;12:26:08;01.11.2021;12:29:03;0:02:55;;
;;;;No;01.11.2021;13:12:28;01.11.2021;13:32:26;0:19:58;;
;;;;No;01.11.2021;14:00:21;01.11.2021;15:01:03;1:00:42;;
;;;;No;01.11.2021;15:03:19;01.11.2021;15:12:18;0:08:59;;
;;;;No;01.11.2021;15:14:30;01.11.2021;15:55:57;0:41:27;;
;;;;No;01.11.2021;16:12:48;01.11.2021;16:13:13;0:00:25;;
;;;;No;01.11.2021;16:13:44;01.11.2021;16:50:16;0:36:32;;
;;;;No;01.11.2021;16:54:36;01.11.2021;17:01:46;0:07:10;;
;;;;No;01.11.2021;17:12:01;01.11.2021;17:12:59;0:00:58;;
;;;;No;01.11.2021;17:13:12;01.11.2021;17:15:41;0:02:29;;
;;;;No;01.11.2021;17:15:54;01.11.2021;17:18:52;0:02:58;;
;;;;No;01.11.2021;17:19:51;01.11.2021;17:50:32;0:30:41;;
;;;;No;01.11.2021;17:54:39;01.11.2021;18:10:45;0:16:06;;
;;;;No;01.11.2021;18:23:15;01.11.2021;18:28:44;0:05:29;;
;;;;No;02.11.2021;6:45:06;02.11.2021;6:52:24;0:07:18;;
;;;;No;02.11.2021;9:28:38;02.11.2021;9:37:42;0:09:04;;
;;;;No;02.11.2021;10:52:03;02.11.2021;10:57:21;0:05:18;;
;;;;No;02.11.2021;10:57:24;02.11.2021;12:35:16;1:37:52;;
;;;;No;02.11.2021;12:35:37;02.11.2021;12:38:57;0:03:20;;
;;;;No;02.11.2021;12:39:00;02.11.2021;12:40:58;0:01:58;;
;;;;No;02.11.2021;12:43:08;02.11.2021;12:55:42;0:12:34;;
;;;;No;02.11.2021;14:49:29;02.11.2021;14:51:28;0:01:59;;
;;;;No;02.11.2021;15:03:51;02.11.2021;15:05:52;0:02:01;;
;;;;No;02.11.2021;15:06:21;02.11.2021;16:57:22;1:51:01;;
;;;;No;03.11.2021;9:17:23;03.11.2021;9:24:10;0:06:47;;
;;;;No;03.11.2021;10:13:36;03.11.2021;10:51:06;0:37:30;;
;;;;No;03.11.2021;11:02:48;03.11.2021;11:43:57;0:41:09;;
;;;;No;03.11.2021;12:09:01;03.11.2021;13:10:03;1:01:02;;
;;;;No;03.11.2021;14:59:26;03.11.2021;15:40:00;0:40:34;;
;;;;No;03.11.2021;17:45:50;03.11.2021;19:14:11;1:28:21;;
;;;;No;04.11.2021;12:18:05;04.11.2021;12:44:29;0:26:24;;
;;;;No;04.11.2021;12:42:02;04.11.2021;13:26:53;0:44:51;;
;;;;No;04.11.2021;14:22:51;04.11.2021;14:27:40;0:04:49;;
;;;;No;06.11.2021;10:38:52;06.11.2021;11:24:14;0:45:22;;
;;;;No;08.11.2021;14:24:48;08.11.2021;14:53:50;0:29:02;;
;;;;No;08.11.2021;15:14:16;08.11.2021;15:16:08;0:01:52;;
;;;;No;08.11.2021;15:25:13;08.11.2021;15:31:46;0:06:33;;
;;;;No;08.11.2021;15:34:12;08.11.2021;15:51:01;0:16:49;;
;;;;No;08.11.2021;16:00:09;08.11.2021;16:04:15;0:04:06;;
;;;;No;08.11.2021;16:15:21;08.11.2021;17:02:23;0:47:02;;
;;;;No;08.11.2021;18:02:53;08.11.2021;18:04:58;0:02:05;;
;;;;No;08.11.2021;18:09:52;08.11.2021;19:31:51;1:21:59;;
;;;;No;10.11.2021;9:32:34;10.11.2021;10:01:36;0:29:02;;
;;;;No;10.11.2021;10:16:05;10.11.2021;10:42:58;0:26:53;;
;;;;No;10.11.2021;10:43:02;10.11.2021;10:50:17;0:07:15;;
;;;;No;10.11.2021;10:53:17;10.11.2021;10:57:17;0:04:00;;
;;;;No;10.11.2021;11:04:11;10.11.2021;11:15:36;0:11:25;;
;;;;No;10.11.2021;11:24:12;10.11.2021;12:04:57;0:40:45;;
;;;;No;10.11.2021;12:05:46;10.11.2021;12:28:39;0:22:53;;
;;;;No;10.11.2021;12:58:56;10.11.2021;13:28:57;0:30:01;;
;;;;No;10.11.2021;13:22:16;10.11.2021;13:32:40;0:10:24;;
;;;;No;10.11.2021;14:14:39;10.11.2021;14:25:04;0:10:25;;
;;;;No;10.11.2021;14:34:55;10.11.2021;14:48:39;0:13:44;;
;;;;No;10.11.2021;14:55:52;10.11.2021;15:16:10;0:20:18;;
;;;;No;10.11.2021;15:24:33;10.11.2021;15:48:40;0:24:07;;
;;;;No;10.11.2021;15:51:03;10.11.2021;15:54:10;0:03:07;;
;;;;No;10.11.2021;15:54:51;10.11.2021;16:20:43;0:25:52;;
;;;;No;10.11.2021;16:21:15;10.11.2021;16:23:14;0:01:59;;
;;;;No;10.11.2021;16:47:45;10.11.2021;17:12:31;0:24:46;;
;;;;No;10.11.2021;17:13:38;10.11.2021;17:24:35;0:10:57;;
;;;;No;11.11.2021;9:22:19;11.11.2021;9:29:16;0:06:57;;
;;;;No;11.11.2021;10:59:20;11.11.2021;11:07:08;0:07:48;;
;;;;No;11.11.2021;11:13:53;11.11.2021;11:23:54;0:10:01;;
;;;;No;11.11.2021;11:23:57;11.11.2021;11:24:06;0:00:09;;
;;;;No;11.11.2021;11:25:46;11.11.2021;11:28:55;0:03:09;;
;;;;No;11.11.2021;11:56:21;11.11.2021;12:53:22;0:57:01;;
;;;;No;11.11.2021;13:32:53;11.11.2021;13:47:02;0:14:09;;
;;;;No;11.11.2021;14:07:56;11.11.2021;14:28:42;0:20:46;;
;;;;No;11.11.2021;15:01:56;11.11.2021;15:28:06;0:26:10;;
;;;;No;11.11.2021;15:57:16;11.11.2021;16:02:22;0:05:06;;
;;;;No;11.11.2021;17:22:08;11.11.2021;17:39:52;0:17:44;;
;;;;No;12.11.2021;9:07:32;12.11.2021;9:19:53;0:12:21;;
;;;;No;12.11.2021;9:19:54;12.11.2021;9:39:52;0:19:58;;
;;;;No;12.11.2021;9:44:15;12.11.2021;9:48:06;0:03:51;;
;;;;No;12.11.2021;10:57:21;12.11.2021;11:17:46;0:20:25;;
;;;;No;12.11.2021;11:26:32;12.11.2021;11:31:23;0:04:51;;
;;;;No;12.11.2021;12:07:09;12.11.2021;12:39:33;0:32:24;;
;;;;No;12.11.2021;12:48:40;12.11.2021;13:14:09;0:25:29;;
;;;;No;12.11.2021;14:00:03;12.11.2021;14:58:09;0:58:06;;
;;;;No;12.11.2021;14:59:40;12.11.2021;15:21:05;0:21:25;;
;;;;No;12.11.2021;18:05:18;12.11.2021;18:15:52;0:10:34;;
;;;;No;12.11.2021;18:17:47;12.11.2021;18:26:25;0:08:38;;
;;;;No;13.11.2021;13:00:13;13.11.2021;14:23:48;1:23:35;;
;;;;No;13.11.2021;14:40:12;13.11.2021;14:56:09;0:15:57;;
;;;;No;13.11.2021;15:44:36;13.11.2021;16:27:23;0:42:47;;
;;;;No;13.11.2021;15:45:12;13.11.2021;15:45:12;0:00:00;;
;;;;No;13.11.2021;16:27:23;13.11.2021;16:27:25;0:00:02;;
;;;;No;13.11.2021;16:36:41;13.11.2021;16:37:28;0:00:47;;
;;;;No;14.11.2021;19:30:12;14.11.2021;20:55:12;1:25:00;;
;;;;No;15.11.2021;9:01:45;15.11.2021;9:11:08;0:09:23;;
;;;;No;15.11.2021;9:53:39;15.11.2021;10:03:11;0:09:32;;
;;;;No;15.11.2021;10:03:29;15.11.2021;10:11:58;0:08:29;;
;;;;No;15.11.2021;10:12:18;15.11.2021;10:13:53;0:01:35;;
;;;;No;15.11.2021;10:13:55;15.11.2021;10:15:04;0:01:09;;
;;;;No;15.11.2021;10:15:25;15.11.2021;10:16:16;0:00:51;;
;;;;No;15.11.2021;10:18:14;15.11.2021;10:21:58;0:03:44;;
;;;;No;15.11.2021;10:26:47;15.11.2021;10:59:02;0:32:15;;
;;;;No;15.11.2021;11:16:04;15.11.2021;11:20:49;0:04:45;;
;;;;No;15.11.2021;11:21:56;15.11.2021;11:27:40;0:05:44;;
;;;;No;15.11.2021;11:30:23;15.11.2021;11:37:33;0:07:10;;
;;;;No;15.11.2021;11:38:50;15.11.2021;12:04:16;0:25:26;;
;;;;No;15.11.2021;12:29:10;15.11.2021;12:30:45;0:01:35;;
;;;;No;15.11.2021;12:53:37;15.11.2021;13:28:10;0:34:33;;
;;;;No;15.11.2021;14:09:50;15.11.2021;14:15:38;0:05:48;;
;;;;No;15.11.2021;14:17:17;15.11.2021;14:23:19;0:06:02;;
;;;;No;15.11.2021;14:24:11;15.11.2021;14:40:11;0:16:00;;
;;;;No;15.11.2021;14:48:28;15.11.2021;14:59:28;0:11:00;;
;;;;No;15.11.2021;15:02:45;15.11.2021;15:17:49;0:15:04;;
;;;;No;15.11.2021;15:19:11;15.11.2021;15:26:24;0:07:13;;
;;;;No;15.11.2021;15:30:47;15.11.2021;15:47:26;0:16:39;;
;;;;No;15.11.2021;15:47:39;15.11.2021;15:53:25;0:05:46;;
;;;;No;15.11.2021;15:56:21;15.11.2021;16:10:54;0:14:33;;
;;;;No;15.11.2021;16:12:37;15.11.2021;16:24:03;0:11:26;;
;;;;No;15.11.2021;16:33:10;15.11.2021;16:41:28;0:08:18;;
;;;;No;15.11.2021;16:46:36;15.11.2021;17:09:36;0:23:00;;
;;;;No;15.11.2021;18:56:37;15.11.2021;19:05:21;0:08:44;;
;;;;No;15.11.2021;19:05:22;15.11.2021;19:10:10;0:04:48;;
;;;;No;16.11.2021;9:32:43;16.11.2021;9:39:52;0:07:09;;
;;;;No;16.11.2021;9:47:48;16.11.2021;11:15:37;1:27:49;;
;;;;No;16.11.2021;11:35:44;16.11.2021;11:43:00;0:07:16;;
;;;;No;16.11.2021;11:59:38;16.11.2021;12:19:16;0:19:38;;
;;;;No;16.11.2021;13:01:21;16.11.2021;13:13:10;0:11:49;;
;;;;No;16.11.2021;13:14:51;16.11.2021;13:31:18;0:16:27;;
;;;;No;16.11.2021;13:34:15;16.11.2021;14:03:48;0:29:33;;
;;;;No;16.11.2021;14:04:35;16.11.2021;14:10:02;0:05:27;;
;;;;No;16.11.2021;14:19:46;16.11.2021;14:30:50;0:11:04;;
;;;;No;16.11.2021;14:30:54;16.11.2021;15:03:09;0:32:15;;
;;;;No;16.11.2021;15:14:09;16.11.2021;15:20:31;0:06:22;;
;;;;No;16.11.2021;15:24:37;16.11.2021;15:37:16;0:12:39;;
;;;;No;16.11.2021;15:40:15;16.11.2021;16:07:23;0:27:08;;
;;;;No;16.11.2021;16:46:34;16.11.2021;17:02:22;0:15:48;;
;;;;No;16.11.2021;17:03:03;16.11.2021;17:13:16;0:10:13;;
;;;;No;16.11.2021;17:19:49;16.11.2021;17:33:30;0:13:41;;
;;;;No;17.11.2021;8:54:35;17.11.2021;9:01:20;0:06:45;;
;;;;No;17.11.2021;9:37:35;17.11.2021;9:40:00;0:02:25;;
;;;;No;17.11.2021;9:54:18;17.11.2021;10:02:10;0:07:52;;
;;;;No;17.11.2021;10:08:04;17.11.2021;10:30:39;0:22:35;;
;;;;No;17.11.2021;10:32:30;17.11.2021;10:45:13;0:12:43;;
;;;;No;17.11.2021;11:57:19;17.11.2021;12:33:31;0:36:12;;
;;;;No;17.11.2021;12:33:33;17.11.2021;13:00:41;0:27:08;;
;;;;No;17.11.2021;14:09:59;17.11.2021;14:22:28;0:12:29;;
;;;;No;17.11.2021;14:22:30;17.11.2021;14:39:12;0:16:42;;
;;;;No;17.11.2021;15:24:30;17.11.2021;16:11:59;0:47:29;;
;;;;No;17.11.2021;16:36:16;17.11.2021;16:40:45;0:04:29;;
;;;;No;17.11.2021;16:40:47;17.11.2021;16:47:01;0:06:14;;
;;;;No;17.11.2021;16:47:03;17.11.2021;16:48:28;0:01:25;;
;;;;No;17.11.2021;16:51:53;17.11.2021;16:55:45;0:03:52;;
;;;;No;17.11.2021;17:11:56;17.11.2021;17:31:26;0:19:30;;
;;;;No;17.11.2021;17:52:03;17.11.2021;18:53:07;1:01:04;;
;;;;No;18.11.2021;9:00:05;18.11.2021;9:10:02;0:09:57;;
;;;;No;18.11.2021;9:36:07;18.11.2021;10:04:44;0:28:37;;
;;;;No;18.11.2021;10:33:21;18.11.2021;11:27:02;0:53:41;;
;;;;No;18.11.2021;12:39:31;18.11.2021;12:53:00;0:13:29;;
;;;;No;18.11.2021;13:00:54;18.11.2021;13:13:44;0:12:50;;
;;;;No;18.11.2021;13:17:40;18.11.2021;13:28:57;0:11:17;;
;;;;No;18.11.2021;13:29:15;18.11.2021;13:32:38;0:03:23;;
;;;;No;18.11.2021;14:59:29;18.11.2021;15:10:10;0:10:41;;
;;;;No;18.11.2021;15:10:13;18.11.2021;15:12:22;0:02:09;;
;;;;No;18.11.2021;17:02:27;18.11.2021;17:26:35;0:24:08;;
;;;;No;18.11.2021;22:26:29;18.11.2021;22:34:29;0:08:00;;
;;;;No;19.11.2021;9:52:54;19.11.2021;9:55:45;0:02:51;;
;;;;No;19.11.2021;12:00:00;19.11.2021;16:00:00;4:00:00;;
;;;;No;20.11.2021;11:43:15;20.11.2021;12:07:48;0:24:33;;
;;;;No;20.11.2021;12:07:51;20.11.2021;12:14:15;0:06:24;;
;;;;No;20.11.2021;18:07:10;20.11.2021;18:23:42;0:16:32;;
;;;;No;21.11.2021;19:30:39;21.11.2021;20:46:34;1:15:55;;
;;;;No;22.11.2021;9:00:43;22.11.2021;9:06:56;0:06:13;;
;;;;No;22.11.2021;9:30:44;22.11.2021;9:37:04;0:06:20;;
;;;;No;22.11.2021;9:40:35;22.11.2021;9:54:32;0:13:57;;
;;;;No;22.11.2021;10:07:59;22.11.2021;10:20:15;0:12:16;;
;;;;No;22.11.2021;10:20:24;22.11.2021;10:28:25;0:08:01;;
;;;;No;22.11.2021;11:46:46;22.11.2021;12:02:10;0:15:24;;
;;;;No;22.11.2021;12:02:12;22.11.2021;12:13:43;0:11:31;;
;;;;No;22.11.2021;12:33:05;22.11.2021;12:44:14;0:11:09;;
;;;;No;22.11.2021;12:55:11;22.11.2021;13:06:46;0:11:35;;
;;;;No;22.11.2021;13:08:44;22.11.2021;13:28:12;0:19:28;;
;;;;No;22.11.2021;14:12:01;22.11.2021;14:24:13;0:12:12;;
;;;;No;22.11.2021;15:12:39;22.11.2021;15:37:07;0:24:28;;
;;;;No;22.11.2021;16:00:32;22.11.2021;16:57:01;0:56:29;;
;;;;No;22.11.2021;16:57:24;22.11.2021;17:29:40;0:32:16;;
;;;;No;22.11.2021;17:29:42;22.11.2021;18:34:41;1:04:59;;
;;;;No;22.11.2021;19:17:33;22.11.2021;19:41:25;0:23:52;;
;;;;No;23.11.2021;9:00:44;23.11.2021;9:10:44;0:10:00;;
;;;;No;23.11.2021;9:51:13;23.11.2021;10:06:14;0:15:01;;
;;;;No;23.11.2021;10:06:15;23.11.2021;10:08:10;0:01:55;;
;;;;No;23.11.2021;10:55:38;23.11.2021;10:58:27;0:02:49;;
;;;;No;23.11.2021;10:58:29;23.11.2021;11:16:57;0:18:28;;
;;;;No;23.11.2021;11:17:04;23.11.2021;11:26:31;0:09:27;;
;;;;No;23.11.2021;14:45:18;23.11.2021;15:08:23;0:23:05;;
;;;;No;23.11.2021;15:14:16;23.11.2021;15:33:12;0:18:56;;
;;;;No;23.11.2021;15:41:33;23.11.2021;17:50:02;2:08:29;;
;;;;No;23.11.2021;18:00:57;23.11.2021;18:13:25;0:12:28;;
;;;;No;23.11.2021;18:16:19;23.11.2021;18:35:57;0:19:38;;
;;;;No;23.11.2021;18:35:58;23.11.2021;18:44:33;0:08:35;;
;;;;No;23.11.2021;18:45:44;23.11.2021;18:52:06;0:06:22;;
;;;;No;24.11.2021;8:27:05;24.11.2021;8:34:51;0:07:46;;
;;;;No;24.11.2021;8:34:54;24.11.2021;8:58:14;0:23:20;;
;;;;No;24.11.2021;10:00:10;24.11.2021;10:56:05;0:55:55;;
;;;;No;24.11.2021;17:25:39;24.11.2021;17:28:31;0:02:52;;
;;;;No;24.11.2021;17:30:22;24.11.2021;17:37:30;0:07:08;;
;;;;No;25.11.2021;9:46:34;25.11.2021;10:03:28;0:16:54;;
;;;;No;25.11.2021;10:11:55;25.11.2021;10:19:29;0:07:34;;
;;;;No;25.11.2021;11:02:10;25.11.2021;11:04:57;0:02:47;;
;;;;No;25.11.2021;11:11:41;25.11.2021;11:25:17;0:13:36;;
;;;;No;25.11.2021;11:25:28;25.11.2021;11:29:01;0:03:33;;
;;;;No;25.11.2021;11:29:03;25.11.2021;12:03:48;0:34:45;;
;;;;No;25.11.2021;12:06:38;25.11.2021;12:20:51;0:14:13;;
;;;;No;25.11.2021;12:22:56;25.11.2021;12:26:23;0:03:27;;
;;;;No;25.11.2021;12:46:35;25.11.2021;12:56:46;0:10:11;;
;;;;No;25.11.2021;13:34:32;25.11.2021;14:29:07;0:54:35;;
;;;;No;25.11.2021;14:35:21;25.11.2021;15:19:13;0:43:52;;
;;;;No;26.11.2021;8:59:28;26.11.2021;9:07:16;0:07:48;;
;;;;No;26.11.2021;9:18:54;26.11.2021;9:44:01;0:25:07;;
;;;;No;26.11.2021;9:57:19;26.11.2021;10:50:57;0:53:38;;
;;;;No;26.11.2021;13:25:27;26.11.2021;13:31:03;0:05:36;;
;;;;No;26.11.2021;15:07:03;26.11.2021;15:18:58;0:11:55;;
;;;;No;26.11.2021;15:23:50;26.11.2021;15:40:34;0:16:44;;
;;;;No;27.11.2021;8:46:49;27.11.2021;9:18:09;0:31:20;;
;;;;No;27.11.2021;12:41:01;27.11.2021;13:10:13;0:29:12;;
;;;;No;28.11.2021;11:00:08;28.11.2021;11:00:17;0:00:09;;
;;;;No;28.11.2021;12:56:46;28.11.2021;13:11:40;0:14:54;;
;;;;No;28.11.2021;13:11:43;28.11.2021;13:15:04;0:03:21;;
;;;;No;28.11.2021;13:21:36;28.11.2021;13:32:36;0:11:00;;
;;;;No;29.11.2021;9:09:20;29.11.2021;9:19:07;0:09:47;;
;;;;No;29.11.2021;9:19:27;29.11.2021;9:24:32;0:05:05;;
;;;;No;29.11.2021;10:08:44;29.11.2021;10:15:35;0:06:51;;
;;;;No;29.11.2021;10:15:36;29.11.2021;10:18:39;0:03:03;;
;;;;No;29.11.2021;10:25:05;29.11.2021;10:56:26;0:31:21;;
;;;;No;29.11.2021;11:48:59;29.11.2021;11:53:10;0:04:11;;
;;;;No;29.11.2021;12:45:44;29.11.2021;12:52:44;0:07:00;;
;;;;No;29.11.2021;12:57:26;29.11.2021;14:12:29;1:15:03;;
;;;;No;29.11.2021;15:26:23;29.11.2021;15:27:05;0:00:42;;
;;;;No;29.11.2021;15:32:32;29.11.2021;15:45:10;0:12:38;;
;;;;No;29.11.2021;15:47:17;29.11.2021;16:02:43;0:15:26;;
;;;;No;29.11.2021;16:04:15;29.11.2021;17:08:42;1:04:27;;
;;;;No;29.11.2021;17:37:41;29.11.2021;17:44:41;0:07:00;;
;;;;No;29.11.2021;17:44:44;29.11.2021;17:51:38;0:06:54;;
;;;;No;29.11.2021;17:51:40;29.11.2021;17:54:21;0:02:41;;
;;;;No;29.11.2021;17:55:16;29.11.2021;18:20:59;0:25:43;;
;;;;No;29.11.2021;18:29:58;29.11.2021;19:02:00;0:32:02;;
;;;;No;30.11.2021;9:34:52;30.11.2021;9:52:06;0:17:14;;
;;;;No;30.11.2021;10:35:17;30.11.2021;11:38:28;1:03:11;;
;;;;No;30.11.2021;11:48:33;30.11.2021;12:05:18;0:16:45;;
;;;;No;30.11.2021;14:25:17;30.11.2021;14:48:20;0:23:03;;
;;;;No;30.11.2021;14:49:02;30.11.2021;14:51:30;0:02:28;;
;;;;No;30.11.2021;14:51:30;30.11.2021;15:08:34;0:17:04;;
;;;;No;30.11.2021;15:09:04;30.11.2021;15:27:35;0:18:31;;
;;;;No;30.11.2021;15:29:50;30.11.2021;15:33:06;0:03:16;;
;;;;No;30.11.2021;16:06:53;30.11.2021;16:27:55;0:21:02;;
;;;;No;30.11.2021;16:30:18;30.11.2021;16:39:48;0:09:30;;
;;;;No;30.11.2021;16:40:40;30.11.2021;17:14:38;0:33:58;;
;;;;No;01.12.2021;10:32:29;01.12.2021;10:38:09;0:05:40;;
;;;;No;01.12.2021;10:51:23;01.12.2021;11:23:43;0:32:20;;
;;;;No;01.12.2021;11:47:56;01.12.2021;12:30:44;0:42:48;;
;;;;No;01.12.2021;12:42:30;01.12.2021;12:46:54;0:04:24;;
;;;;No;01.12.2021;12:47:14;01.12.2021;12:49:48;0:02:34;;
;;;;No;01.12.2021;14:42:42;01.12.2021;17:37:51;2:55:09;;
;;;;No;01.12.2021;19:01:02;01.12.2021;19:18:00;0:16:58;;
;;;;No;02.12.2021;11:10:55;02.12.2021;11:14:56;0:04:01;;
;;;;No;02.12.2021;11:20:47;02.12.2021;11:26:14;0:05:27;;
;;;;No;02.12.2021;11:33:30;02.12.2021;12:11:45;0:38:15;;
;;;;No;02.12.2021;12:22:38;02.12.2021;14:00:26;1:37:48;;
;;;;No;02.12.2021;15:34:52;02.12.2021;15:39:29;0:04:37;;
;;;;No;02.12.2021;15:53:00;02.12.2021;16:20:25;0:27:25;;
;;;;No;02.12.2021;16:20:27;02.12.2021;17:18:28;0:58:01;;
;;;;No;02.12.2021;17:28:12;02.12.2021;17:54:05;0:25:53;;
;;;;No;03.12.2021;10:09:27;03.12.2021;10:28:29;0:19:02;;
;;;;No;03.12.2021;14:19:08;03.12.2021;14:29:41;0:10:33;;
;;;;No;03.12.2021;14:35:01;03.12.2021;15:07:31;0:32:30;;
;;;;No;05.12.2021;19:31:04;05.12.2021;20:40:50;1:09:46;;
;;;;No;06.12.2021;8:41:05;06.12.2021;8:48:49;0:07:44;;
;;;;No;06.12.2021;9:00:01;06.12.2021;9:07:49;0:07:48;;
;;;;No;06.12.2021;10:17:01;06.12.2021;10:34:02;0:17:01;;
;;;;No;06.12.2021;11:00:31;06.12.2021;11:48:10;0:47:39;;
;;;;No;06.12.2021;11:58:09;06.12.2021;12:00:02;0:01:53;;
;;;;No;06.12.2021;12:08:21;06.12.2021;12:13:20;0:04:59;;
;;;;No;06.12.2021;12:23:46;06.12.2021;12:54:42;0:30:56;;
;;;;No;06.12.2021;13:40:20;06.12.2021;13:45:46;0:05:26;;
;;;;No;06.12.2021;13:46:26;06.12.2021;13:50:59;0:04:33;;
;;;;No;06.12.2021;14:38:28;06.12.2021;15:35:38;0:57:10;;
;;;;No;06.12.2021;16:29:11;06.12.2021;17:07:17;0:38:06;;
;;;;No;06.12.2021;18:02:30;06.12.2021;18:13:50;0:11:20;;
;;;;No;06.12.2021;18:32:40;06.12.2021;18:40:06;0:07:26;;
;;;;No;06.12.2021;18:53:45;06.12.2021;19:28:53;0:35:08;;
;;;;No;06.12.2021;20:25:55;06.12.2021;20:34:44;0:08:49;;
;;;;No;07.12.2021;8:59:32;07.12.2021;9:06:32;0:07:00;;
;;;;No;07.12.2021;10:03:19;07.12.2021;10:16:50;0:13:31;;
;;;;No;07.12.2021;10:47:36;07.12.2021;10:48:57;0:01:21;;
;;;;No;07.12.2021;10:48:58;07.12.2021;11:30:21;0:41:23;;
;;;;No;07.12.2021;11:35:47;07.12.2021;11:50:46;0:14:59;;
;;;;No;07.12.2021;12:13:24;07.12.2021;12:43:48;0:30:24;;
;;;;No;07.12.2021;12:44:15;07.12.2021;12:51:30;0:07:15;;
;;;;No;07.12.2021;12:51:31;07.12.2021;12:57:00;0:05:29;;
;;;;No;07.12.2021;13:06:49;07.12.2021;13:47:49;0:41:00;;
;;;;No;07.12.2021;14:53:10;07.12.2021;14:58:40;0:05:30;;
;;;;No;07.12.2021;15:50:28;07.12.2021;15:52:19;0:01:51;;
;;;;No;07.12.2021;15:57:57;07.12.2021;16:19:31;0:21:34;;
;;;;No;07.12.2021;17:02:51;07.12.2021;17:13:06;0:10:15;;
;;;;No;07.12.2021;22:29:01;07.12.2021;22:38:27;0:09:26;;
;;;;No;08.12.2021;9:05:06;08.12.2021;9:33:36;0:28:30;;
;;;;No;08.12.2021;10:11:43;08.12.2021;10:16:22;0:04:39;;
;;;;No;08.12.2021;10:44:10;08.12.2021;11:10:46;0:26:36;;
;;;;No;08.12.2021;11:10:52;08.12.2021;11:16:38;0:05:46;;
;;;;No;08.12.2021;11:16:50;08.12.2021;11:29:19;0:12:29;;
;;;;No;08.12.2021;11:29:22;08.12.2021;11:42:12;0:12:50;;
;;;;No;08.12.2021;11:42:23;08.12.2021;11:55:58;0:13:35;;
;;;;No;08.12.2021;11:56:02;08.12.2021;12:25:06;0:29:04;;
;;;;No;08.12.2021;12:54:31;08.12.2021;13:30:48;0:36:17;;
;;;;No;08.12.2021;15:08:48;08.12.2021;15:10:32;0:01:44;;
;;;;No;08.12.2021;16:26:53;08.12.2021;17:35:53;1:09:00;;
;;;;No;08.12.2021;18:02:44;08.12.2021;18:35:37;0:32:53;;
;;;;No;09.12.2021;9:00:25;09.12.2021;9:10:25;0:10:00;;
;;;;No;09.12.2021;9:43:46;09.12.2021;9:47:59;0:04:13;;
;;;;No;09.12.2021;9:48:01;09.12.2021;9:53:12;0:05:11;;
;;;;No;09.12.2021;9:53:37;09.12.2021;10:05:53;0:12:16;;
;;;;No;09.12.2021;10:05:58;09.12.2021;10:09:23;0:03:25;;
;;;;No;09.12.2021;11:26:06;09.12.2021;11:45:45;0:19:39;;
;;;;No;09.12.2021;12:11:39;09.12.2021;13:45:41;1:34:02;;
;;;;No;09.12.2021;16:49:48;09.12.2021;17:06:31;0:16:43;;
;;;;No;09.12.2021;17:07:16;09.12.2021;17:12:33;0:05:17;;
;;;;No;09.12.2021;17:12:37;09.12.2021;17:14:18;0:01:41;;
;;;;No;09.12.2021;17:14:27;09.12.2021;17:18:07;0:03:40;;
;;;;No;09.12.2021;17:19:31;09.12.2021;17:49:47;0:30:16;;
;;;;No;10.12.2021;9:09:04;10.12.2021;9:16:08;0:07:04;;
;;;;No;10.12.2021;10:25:58;10.12.2021;10:34:58;0:09:00;;
;;;;No;10.12.2021;10:50:38;10.12.2021;10:51:45;0:01:07;;
;;;;No;10.12.2021;11:36:11;10.12.2021;11:55:13;0:19:02;;
;;;;No;10.12.2021;11:58:47;10.12.2021;12:04:13;0:05:26;;
;;;;No;10.12.2021;12:12:19;10.12.2021;12:48:34;0:36:15;;
;;;;No;10.12.2021;12:48:37;10.12.2021;12:51:28;0:02:51;;
;;;;No;10.12.2021;12:51:31;10.12.2021;13:18:22;0:26:51;;
;;;;No;10.12.2021;13:18:23;10.12.2021;13:35:12;0:16:49;;
;;;;No;10.12.2021;13:36:43;10.12.2021;13:44:44;0:08:01;;
;;;;No;10.12.2021;14:28:39;10.12.2021;14:29:41;0:01:02;;
;;;;No;10.12.2021;14:42:12;10.12.2021;15:07:51;0:25:39;;
;;;;No;10.12.2021;15:07:57;10.12.2021;15:26:35;0:18:38;;
;;;;No;10.12.2021;15:26:37;10.12.2021;15:26:57;0:00:20;;
;;;;No;10.12.2021;15:27:00;10.12.2021;15:35:31;0:08:31;;
;;;;No;10.12.2021;17:00:33;10.12.2021;17:01:07;0:00:34;;
;;;;No;10.12.2021;17:25:58;10.12.2021;17:33:58;0:08:00;;
;;;;No;13.12.2021;8:58:02;13.12.2021;9:06:28;0:08:26;;
;;;;No;13.12.2021;9:06:45;13.12.2021;9:47:49;0:41:04;;
